"year","variable","totalVolume_m3","totalVolume_km3","depth_min_mm","depth_Q1_mm","depth_median_mm","depth_mean_mm","depth_Q3_mm","depth_max_mm"
2016,"esac",75851667.2080647,75.8516672080647,230.5,295.8,311.5,311.2,326.8,463.4
2017,"esac",81737641.7743455,81.7376417743455,261.8,298.5,347.1,335.4,361.2,560.3
2006,"epac",50807290.970691,50.807290970691,0,157.1,212.4,208.5,301.5,497.4
2007,"epac",50836329.1710378,50.8363291710378,0,157.7,242.4,208.6,324.8,427.3
2008,"epac",56464922.5708158,56.4649225708158,0,119.4,255.3,231.7,354.6,619.1
2009,"epac",49068760.7076003,49.0687607076003,0,0,244.8,201.3,330.4,461.4
2010,"epac",56908933.0538796,56.9089330538796,0,182.4,265.2,233.5,352.9,615.6
2011,"epac",59127456.2785875,59.1274562785875,0,0,347.4,242.6,393,661.5
2012,"epac",53867278.8192339,53.8672788192339,0,154.3,191.8,221,356,712
2013,"epac",44739115.5648456,44.7391155648456,0,0,208.4,183.6,310.2,499.8
2014,"epac",58033105.9294419,58.0331059294419,0,94.7,269.9,238.1,364.9,642.2
2015,"epac",58885979.8425048,58.8859798425048,0,44.07,258.4,241.6,393.6,535.2
2016,"epac",65729522.8206774,65.7295228206774,0,210.4,267.6,269.7,354.6,714.6
2017,"epac",82086751.0521243,82.0867510521243,0,244.7,362.9,336.8,400.2,602.8
2006,"rofc",126660.6265203,0.1266606265203,0,0,0,0.5197,0,97.52
2007,"rofc",22928.654079,0.022928654079,0,0,0,0.09407,0,38.06
2008,"rofc",563366.2006548,0.5633662006548,0,0,0,2.311,0.4519,151.9
2009,"rofc",543001.1675328,0.5430011675328,0,0,0,2.228,0,148
2010,"rofc",72055.6366806,0.0720556366806,0,0,0,0.2956,0,108
2011,"rofc",1186286.234841,1.186286234841,0,0,0,4.867,0,156.5
2012,"rofc",1665389.3545953,1.6653893545953,0,4.847,6.125,6.833,8.673,102.3
2013,"rofc",197739.0728433,0.1977390728433,0,0,0,0.8113,0.03846,115.5
2014,"rofc",120238.4904039,0.1202384904039,0,0,0,0.4933,0,115.3
2015,"rofc",1512789.5738475,1.5127895738475,0,0,3.978,6.207,10.62,169.3
2016,"rofc",3875376.8459448,3.8753768459448,0,0.2644,13.71,15.9,25.57,132.2
2017,"rofc",356945.391423,0.356945391423,0,0,0,1.464,0,320.9
